大分類名,工種名,細別名,基本歩掛名,所要日数作業単位_数量,所要日数作業単位_単位,歩掛作業単位_数量,歩掛作業単位_単位,名称,規格,単位,数量,摘要
橋梁,鋼橋架設工 鋼橋架設工,ベント基礎 (設置・撤去+損耗費),,,,1,工事,橋りょう世話役,,人,A/D×1,"表11.4,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント基礎 (設置・撤去+損耗費),,,,1,工事,橋りょう特殊工,,人,A/D×4,"表11.4,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント基礎 (設置・撤去+損耗費),,,,1,工事,ベント基礎,,供用日,,"表11.4 付表 機械損料,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント基礎 (設置・撤去+損耗費),,,,1,工事,ラフテレーンクレーン,油圧伸縮ジブ型・ 排出ガス対策型 (2014年規制)25t吊,日,A/D,"表11.4 機械賃料,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント基礎 (設置・撤去+損耗費),,,,1,工事,諸雑費,,式,1,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,合成床版架設工,,,,100,m²,橋りょう世話役,,人,2.7,"表12.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,合成床版架設工,,,,100,m²,橋りょう特殊工,,人,7.0,"表12.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,合成床版架設工,,,,100,m²,普通作業員,,人,2.6,"表12.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,合成床版架設工,,,,100,m²,シール材料,,m,設計量×(1+ロス率),"表12.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,合成床版架設工,,,,100,m²,諸雑費,,式,1,"表12.1,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,現場溶接工,,,,100,m,橋りょう世話役,,人,$100/D\times1$,"表3.1,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,現場溶接工,,,,100,m,橋りょう特殊工,,人,$100/D\times7$,"表3.1,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,現場溶接工,,,,100,m,機械器具,,供用日,$100/D\times1.7$,"表4.1 機械損料,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,現場溶接工,,,,100,m,消耗材料,,m,100,",,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,現場溶接工,,,,100,m,諸雑費,,式,1,"表6.1,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,消耗材料費,,,,100,m,溶接ワイヤー,,kg,,"表5.1,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,消耗材料費,,,,100,m,フラックス,,kg,,"表5.1,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,消耗材料費,,,,100,m,充填材,,kg,,"表5.1,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,消耗材料費,,,,100,m,裏当材,,枚,,"表5.1,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,消耗材料費,,,,100,m,諸雑費,,式,1,",,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t未満),,,,10,t,橋りょう世話役,,人,$10/A\times1$,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t未満),,,,10,t,橋りょう特殊工,,人,$10/A\times5$,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t未満),,,,10,t,普通作業員,,人,$10/A\times3$,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t未満),,,,10,t,トラッククレーン,油圧伸縮ジブ型 100t吊,台・日,10/A,"表3.1 機械賃料,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t未満),,,,10,t,諸雑費,,式,1,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t以上35t未満),,,,10,t,橋りょう世話役,,人,$10/A\times1$,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t以上35t未満),,,,10,t,橋りょう特殊工,,人,$10/A\times7$,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t以上35t未満),,,,10,t,普通作業員,,人,$10/A\times3$,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t以上35t未満),,,,10,t,トラッククレーン,油圧伸縮ジブ型 160t吊,台・日,10/A,"表3.1 機械賃料,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t以上35t未満),,,,10,t,諸雑費,,式,1,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (35t以上60t以下),,,,10,t,橋りょう世話役,,人,$10/A\times1$,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (35t以上60t以下),,,,10,t,橋りょう特殊工,,人,$10/A\times7$,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (35t以上60t以下),,,,10,t,普通作業員,,人,$10/A\times3$,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (35t以上60t以下),,,,10,t,トラッククレーン,油圧伸縮ジブ型 120t吊,台・日,$10/A\times2$,"表3.1 機械賃料,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (35t以上60t以下),,,,10,t,諸雑費,,式,1,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工 (架設桁による架設) 架設部材質量,,,,10,t,名称 規格,単位,数量,摘要,",,,,,,"
橋梁,プレビーム桁架設工,架設工 (架設桁による架設) 架設部材質量,,,,10,t,橋りょう世話役,人,10/B×1,表3.2,",,,,,,,"
橋梁,プレビーム桁架設工,架設工 (架設桁による架設) 架設部材質量,,,,10,t,橋りょう特殊工,人,$10/B\times5$,表3.2,",,,,,,,"
橋梁,プレビーム桁架設工,架設工 (架設桁による架設) 架設部材質量,,,,10,t,普通作業員,人,$10/B\times3$,表3.2,",,,,,,"
橋梁,プレビーム桁架設工,架設工 (架設桁による架設) 架設部材質量,,,,10,t,各種トラッククレーン,台・日,$10/B\times2$,表3.2 機械賃料,",,,,,,"
橋梁,プレビーム桁架設工,架設工 (架設桁による架設) 架設部材質量,,,,10,t,諸雑費,式,1,,",,,,,,,"
橋梁,プレビーム桁架設工,地組工,,,,10,t,名称 規格,単位,数量,摘要,",,,,,,"
橋梁,プレビーム桁架設工,地組工,,,,10,t,橋りょう世話役,人,10/Dg×1,表3.4,",,,,,,,"
橋梁,プレビーム桁架設工,地組工,,,,10,t,橋りょう特殊工,人,10/Dg×5,表3.4,",,,,,,,"
橋梁,プレビーム桁架設工,地組工,,,,10,t,普通作業員,人,10/Dg×1,表3.4,",,,,,,,"
橋梁,プレビーム桁架設工,地組工,,,,10,t,各種トラッククレーン,台・日,10/Dg,表3.4 機械賃料,",,,,,,"
橋梁,プレビーム桁架設工,地組工,,,,10,t,諸雑費,式,1,表3.4,",,,,,,,"
橋梁,プレビーム桁架設工,本締め工,,,,100,本,名称 規格,単位,数量,摘要,",,,,,,"
橋梁,プレビーム桁架設工,本締め工,,,,100,本,橋りょう世話役,人,100/Dq×1,表3.5,",,,,,,,"
橋梁,プレビーム桁架設工,本締め工,,,,100,本,橋りょう特殊工,人,100/Dq×5,表3.5,",,,,,,,"
橋梁,プレビーム桁架設工,本締め工,,,,100,本,普通作業員,人,100/Dq×1,表3.5,",,,,,,,"
橋梁,プレビーム桁架設工,本締め工,,,,100,本,本締めボルト,本,100,,",,,,,,,"
橋梁,プレビーム桁架設工,本締め工,,,,100,本,諸雑費,式,1,表3.5,",,,,,,,"
橋梁,プレビーム桁架設工,横桁取付工10箇所当,,,,,,名称 規格,単位,数量,摘要,",,,,,,"
橋梁,プレビーム桁架設工,横桁取付工10箇所当,,,,,,橋りょう世話役,人,$10/E\times1$,表3.6,",,,,,,,"
橋梁,プレビーム桁架設工,横桁取付工10箇所当,,,,,,橋りょう特殊工,人,$10/E\times4$,表3.6,",,,,,,,"
橋梁,プレビーム桁架設工,横桁取付工10箇所当,,,,,,普通作業員,人,$10/E\times1$,表3.6,",,,,,,,"
橋梁,プレビーム桁架設工,横桁取付工10箇所当,,,,,,取付用ボルト,本,124,,",,,,,,,"
橋梁,プレビーム桁架設工,横桁取付工10箇所当,,,,,,諸雑費,式,1,表3.6,",,,,,,,"
橋梁,プレビーム桁架設工,局部プレストレス工,,,,1,径間,名称 規格,単位,数量,摘要,",,,,,,"
橋梁,プレビーム桁架設工,局部プレストレス工,,,,1,径間,橋りょう世話役,人,1,表3.7,",,,,,,,"
橋梁,プレビーム桁架設工,局部プレストレス工,,,,1,径間,橋りょう特殊工,人,4,表3.7,",,,,,,,"
橋梁,プレビーム桁架設工,局部プレストレス工,,,,1,径間,普通作業員,人,1,表3.7,",,,,,,,"
橋梁,プレビーム桁架設工,局部プレストレス工,,,,1,径間,諸雑費,式,1,表3.7,",,,,,,,"
橋梁,グレーチング床版架設工及び足場工,床版架設,,,,100,m²,橋りょう世話役,,人,y×1,"表3.1,表4.1,,,,,,,"
橋梁,グレーチング床版架設工及び足場工,床版架設,,,,100,m²,橋りょう特殊工,,人,y×2,"表3.1,表4.1,,,,,,,"
橋梁,グレーチング床版架設工及び足場工,床版架設,,,,100,m²,溶接工,,人,y×1,"表3.1,表4.1,,,,,,,"
橋梁,グレーチング床版架設工及び足場工,床版架設,,,,100,m²,普通作業員,,人,y×3,"表3.1,表4.1,,,,,,,"
橋梁,グレーチング床版架設工及び足場工,床版架設,,,,100,m²,トラッククレーン 又は ラフテレーンクレーン,油圧伸縮ジブ型4.9t吊 又は 油圧伸縮ジブ型・排出ガス対策型(第1次基準値)16t吊,日,y,"表2.1,表4.1 機械賃料,,,,,,,"
橋梁,グレーチング床版架設工及び足場工,床版架設,,,,100,m²,諸雑費,,式,1,"表4.3,,,,,,,"
,橋梁ポストテンション桁製作工,機械器具損料,,,,1,工事,緊張ジャッキ・ポンプ,,組・日,,"機械損料,,,,,,,"
,橋梁ポストテンション桁製作工,機械器具損料,,,,1,工事,門型クレーン,3.0t吊(電動ホイスト含む),日,,"表5.1 機械損料,,,,,,,"
,橋梁ポストテンション桁製作工,機械器具損料,,,,1,工事,主桁製作用鋼製型枠,,日,,"表5.1 機械損料,,,,,,,"
,橋梁ポストテンション桁製作工,機械器具損料,,,,1,工事,雑機械費,,式,1,"表5.2,,,,,,,"
橋梁,プレキャストセグメント主桁組立工,桁,,,,1,本,橋りょう世話役,,人,1×1/D,"表4.1,,,,,,,"
橋梁,プレキャストセグメント主桁組立工,桁,,,,1,本,橋りょう特殊工,,人,$5\times1/D$,"表4.1,,,,,,,"
橋梁,プレキャストセグメント主桁組立工,桁,,,,1,本,普通作業員,,人,$3\times1/D$,"表4.1,,,,,,,"
橋梁,プレキャストセグメント主桁組立工,桁,,,,1,本,PCケーブル,,kg,式5.1(使用量)×単位質量,",,,,,,,"
橋梁,プレキャストセグメント主桁組立工,桁,,,,1,本,諸雑費,,式,1,"表4.2,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,10,m³,土木一般世話役,,人,$M\times10/D$,"表3.2,表3.3,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,10,m³,特殊作業員,,人,$M\times10/D$,"表3.2,表3.3,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,10,m³,普通作業員,,人,$M\times10/D$,"表3.2,表3.3,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,10,m³,注入材料,,$m^{3}$,$10\times(1+K)$,"式3.1,表3.5.1,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,10,m³,高所作業車運転,自走式リフト (ホイール)・ 垂直型作業床高さ 8~9m,日,10/D,"表3.3,表5.1 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,10,m³,高所作業車運転,自走式リフト (ホイール)・ ブーム型作業床高さ 8~9m,日,10/D,"表3.3,表5.1 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,10,m³,消耗材料費,,式,1,"必要量計上,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,10,m³,諸雑費,,式,1,"表3.4.1,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,10,m³,土木一般世話役,,人,$1\times10/D$,"表3.2,表3.3,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,10,m³,特殊作業員,,人,$3\times10/D$,"表3.2,表3.3,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,10,m³,普通作業員,,人,$1\times10/D$,"表3.2,表3.3,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,10,m³,注入材料,標準密度 (30kg/m³),kg,$30\times(1+K)\times10$,"式3.2,表3.5.1, 表3.5.2,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,10,m³,トラック運転,クレーン装置付・ ベーストラック 4t級 吊能力 2.9t,日,10/D,"表3.1,表3.3 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,10,m³,高所作業車運転,"[トラック架装・伸縮プーム・プラットフォーム型] 作業床高9.9m 積載荷重1,000kg",日,10/D,"表3.3,表5.2 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,10,m³,消耗材料費,,式,1,"必要量計上,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,10,m³,諸雑費,,式,1,"表3.4.2,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,10,孔,土木一般世話役,,人,$1\times10/D$,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,10,孔,特殊作業員,,人,$3\times10/D$,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,10,孔,普通作業員,,人,$2\times10/D$,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,10,孔,高所作業車運転,自走式リフト (ホイール)・ 垂直型作業床高さ 8~9m,日,10/D,"表4.3,表5.1 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,10,孔,目詰材料費,,式,1,"必要量計上,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,10,孔,諸雑費,,式,1,",,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,10,孔,土木一般世話役,,人,M×10/D,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,10,孔,特殊作業員,,人,M×10/D,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,10,孔,普通作業員,,人,M×10/D,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,10,孔,トラック運転,クレーン装置付。 ベーストラック 4t級 吊能力2.9t,日,10/D,"表4.1,表4.3 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,10,孔,高所作業車運転,"[トラック架装・伸縮プー ・プラットフォーム型] 作業床高9.9m 積載荷重1,000kg",日,10/D,"表4.3,表5.2 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,10,孔,目詰材料費,,式,1,"必要量計上,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,10,孔,諸雑費,,式,1,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,1,基,橋りょう世話役,,人,$1/D_{n}\times1$,"表4.1,表4.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,1,基,橋りょう特殊工,,人,$1/D_{n}\times3$,"表4.1,表4.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,1,基,普通作業員,,人,$1/D_{n}\times1$,"表4.1,表4.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,1,基,支承据付材料,,m³,必要数量計上,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,1,基,ラフテレーンクレーン,油圧伸縮ジブ型。 排出ガス対策型 (2014年規制)25t吊,日,$1/D_{n}$,"表4.2,,,,,,,"
